Date,Close
,GOOGL
2023-02-21,91.24279022216797
2023-02-22,91.10362243652344
2023-02-23,90.34814453125
2023-02-24,88.59864044189453
2023-02-27,89.33423614501953
2023-02-28,89.52310180664062
2023-03-01,89.8213119506836
2023-03-02,91.4515380859375
2023-03-03,93.09170532226562
2023-03-06,94.56287384033203
2023-03-07,93.30044555664062
2023-03-08,93.68811798095703
2023-03-09,91.76962280273438
2023-03-10,90.08969116210938
2023-03-13,90.56684112548828
2023-03-14,93.40978240966797
2023-03-15,95.53703308105469
2023-03-16,99.72193145751953
2023-03-17,101.0141830444336
2023-03-20,100.61656951904297
2023-03-21,104.29450988769531
2023-03-22,102.75375366210938
2023-03-23,104.970458984375
2023-03-24,104.81141662597656
2023-03-27,101.84917449951172
2023-03-28,100.42770385742188
2023-03-29,100.78555297851562
2023-03-30,100.28853607177734
2023-03-31,103.11161041259766
2023-04-03,103.73784637451172
2023-04-04,104.09569549560547
2023-04-05,103.84719848632812
2023-04-06,107.77364349365234
2023-04-10,105.8054428100586
2023-04-11,104.7219467163086
2023-04-12,104.01617431640625
2023-04-13,106.78954315185547
2023-04-14,108.22096252441406
2023-04-17,105.3382568359375
2023-04-18,103.87700653076172
2023-04-19,103.55892944335938
2023-04-20,104.66231536865234
2023-04-21,104.78160095214844
2023-04-24,105.3382568359375
2023-04-25,103.23088836669922
2023-04-26,103.09172058105469
2023-04-27,106.9485855102539
2023-04-28,106.70008087158203
2023-05-01,106.56092071533203
2023-05-02,104.69212341308594
2023-05-03,104.78160095214844
2023-05-04,104.06588745117188
2023-05-05,104.94063568115234
2023-05-08,107.12751007080078
2023-05-09,106.71002197265625
2023-05-10,111.08378601074219
2023-05-11,115.87506103515625
2023-05-12,116.80945587158203
2023-05-15,115.81542205810547
2023-05-16,118.79753875732422
2023-05-17,120.11959838867188
2023-05-18,122.09774780273438
2023-05-19,122.02815246582031
2023-05-22,124.30450439453125
2023-05-23,121.829345703125
2023-05-24,120.17923736572266
2023-05-25,122.74385833740234
2023-05-26,123.86712646484375
2023-05-30,122.93272399902344
2023-05-31,122.13751220703125
2023-06-01,122.98243713378906
2023-06-02,123.92677307128906
2023-06-05,125.25878143310547
2023-06-06,126.55103302001953
2023-06-07,121.76969909667969
2023-06-08,121.41185760498047
2023-06-09,121.5013198852539
2023-06-12,122.90290832519531
2023-06-13,123.09178161621094
2023-06-14,122.93272399902344
2023-06-15,124.3442611694336
2023-06-16,122.79357147216797
2023-06-20,122.36611938476562
2023-06-21,119.83133697509766
2023-06-22,122.41584014892578
2023-06-23,121.61065673828125
2023-06-26,117.6344985961914
2023-06-27,117.62456512451172
2023-06-28,119.46353149414062
2023-06-29,118.38996887207031
2023-06-30,118.98638916015625
2023-07-03,119.1852035522461
2023-07-05,121.024169921875
2023-07-06,119.39395141601562
2023-07-07,118.7677001953125
2023-07-10,115.75577545166016
2023-07-11,116.44165802001953
2023-07-12,118.22098541259766
2023-07-13,123.79754638671875
2023-07-14,124.67229461669922
2023-07-17,123.90689849853516
2023-07-18,123.0221939086914
2023-07-19,121.30250549316406
2023-07-20,118.48937225341797
2023-07-21,119.30448150634766
2023-07-24,120.80548858642578
2023-07-25,121.48143005371094
2023-07-26,128.4993438720703
2023-07-27,128.62857055664062
2023-07-28,131.7895965576172
2023-07-31,131.9287872314453
2023-08-01,130.76576232910156
2023-08-02,127.6146469116211
2023-08-03,127.6842269897461
2023-08-04,127.34626007080078
2023-08-07,130.74586486816406
2023-08-08,130.61663818359375
2023-08-09,128.8870086669922
2023-08-10,128.91685485839844
2023-08-11,128.78761291503906
2023-08-14,130.54705810546875
2023-08-15,129.0063018798828
2023-08-16,127.93272399902344
2023-08-17,129.14547729492188
2023-08-18,126.70013427734375
2023-08-21,127.60469818115234
2023-08-22,128.3104705810547
2023-08-23,131.5808563232422
2023-08-24,129.0063018798828
2023-08-25,129.105712890625
2023-08-28,130.2289581298828
2023-08-29,133.7677459716797
2023-08-30,135.0699462890625
2023-08-31,135.35821533203125
2023-09-01,134.8512420654297
2023-09-05,134.96060180664062
2023-09-06,133.65841674804688
2023-09-07,134.45362854003906
2023-09-08,135.56695556640625
2023-09-11,136.10374450683594
2023-09-12,134.53314208984375
2023-09-13,135.89498901367188
2023-09-14,137.27670288085938
2023-09-15,136.5808868408203
2023-09-18,137.38604736328125
2023-09-19,137.21705627441406
2023-09-20,132.94271850585938
2023-09-21,129.66238403320312
2023-09-22,129.4735107421875
2023-09-25,130.32838439941406
2023-09-26,127.80352783203125
2023-09-27,129.7617645263672
2023-09-28,131.52122497558594
2023-09-29,130.07986450195312
2023-10-02,133.3701171875
2023-10-03,131.6405029296875
2023-10-04,134.4337615966797
2023-10-05,134.26478576660156
2023-10-06,136.7598114013672
2023-10-09,137.5947723388672
2023-10-10,137.23692321777344
2023-10-11,139.7121124267578
2023-10-12,138.14151000976562
2023-10-13,136.54112243652344
2023-10-16,138.27073669433594
2023-10-17,138.8870391845703
2023-10-18,137.13755798339844
2023-10-19,136.9287872314453
2023-10-20,134.79161071777344
2023-10-23,135.6862335205078
2023-10-24,137.9824676513672
2023-10-25,124.86116790771484
2023-10-26,121.55101776123047
2023-10-27,121.44166564941406
2023-10-30,123.718017578125
2023-10-31,123.34027862548828
2023-11-01,125.6961669921875
2023-11-02,126.7299575805664
2023-11-03,128.3303680419922
2023-11-06,129.4735107421875
2023-11-07,130.189208984375
2023-11-08,131.05401611328125
2023-11-09,129.4635772705078
2023-11-10,131.79954528808594
2023-11-13,131.3025360107422
2023-11-14,132.8234100341797
2023-11-15,133.81744384765625
2023-11-16,136.11367797851562
2023-11-17,134.50335693359375
2023-11-20,135.437744140625
2023-11-21,136.15345764160156
2023-11-22,137.6643829345703
2023-11-24,135.8751220703125
2023-11-27,135.59678649902344
2023-11-28,136.382080078125
2023-11-29,134.1852569580078
2023-11-30,131.73989868164062
2023-12-01,131.0738983154297
2023-12-04,128.4993438720703
2023-12-05,130.20909118652344
2023-12-06,129.244873046875
2023-12-07,136.11367797851562
2023-12-08,134.1852569580078
2023-12-11,132.49537658691406
2023-12-12,131.72998046875
2023-12-13,131.77967834472656
2023-12-14,131.15342712402344
2023-12-15,131.8094940185547
2023-12-18,134.99041748046875
2023-12-19,135.83534240722656
2023-12-20,137.5152587890625
2023-12-21,139.5828857421875
2023-12-22,140.646484375
2023-12-26,140.67633056640625
2023-12-27,139.53317260742188
2023-12-28,139.3939971923828
2023-12-29,138.8572235107422
2024-01-02,137.34628295898438
2024-01-03,138.09182739257812
2024-01-04,135.576904296875
2024-01-05,134.92083740234375
2024-01-08,138.01229858398438
2024-01-09,140.10971069335938
2024-01-10,141.43179321289062
2024-01-11,141.2329864501953
2024-01-12,141.79959106445312
2024-01-16,141.6405487060547
2024-01-17,140.62661743164062
2024-01-18,142.62461853027344
2024-01-19,145.50733947753906
2024-01-22,145.11965942382812
2024-01-23,146.1634063720703
2024-01-24,147.81350708007812
2024-01-25,150.96461486816406
2024-01-26,151.28269958496094
2024-01-29,152.59483337402344
2024-01-30,150.5570526123047
2024-01-31,139.26478576660156
2024-02-01,140.31846618652344
2024-02-02,141.53118896484375
2024-02-05,142.8234405517578
2024-02-06,143.24095153808594
2024-02-07,144.67233276367188
2024-02-08,145.04014587402344
2024-02-09,148.11172485351562
2024-02-12,146.65048217773438
2024-02-13,144.2747344970703
2024-02-14,145.06996154785156
2024-02-15,141.9188690185547
2024-02-16,139.68228149414062
2024-02-20,140.27870178222656
2024-02-21,141.70016479492188
2024-02-22,143.23098754882812
2024-02-23,143.10179138183594
2024-02-26,136.7498779296875
2024-02-27,138.05206298828125
2024-02-28,135.56695556640625
2024-02-29,137.63455200195312
2024-03-01,136.32241821289062
2024-03-04,132.55502319335938
2024-03-05,131.8790740966797
2024-03-06,130.61663818359375
2024-03-07,133.57888793945312
2024-03-08,134.60275268554688
2024-03-11,136.84927368164062
2024-03-12,137.67430114746094
2024-03-13,138.95660400390625
2024-03-14,142.2469024658203
2024-03-15,140.33834838867188
2024-03-18,146.79959106445312
2024-03-19,146.15345764160156
2024-03-20,147.85328674316406
2024-03-21,146.7200927734375
2024-03-22,149.87118530273438
2024-03-25,149.17535400390625
2024-03-26,149.77175903320312
2024-03-27,149.97056579589844
2024-03-28,150.03021240234375
2024-04-01,154.5630340576172
2024-04-02,153.63858032226562
2024-04-03,153.9964141845703
2024-04-04,149.63259887695312
2024-04-05,151.59085083007812
2024-04-08,153.92684936523438
2024-04-09,155.66641235351562
2024-04-10,155.20916748046875
2024-04-11,158.4596710205078
2024-04-12,156.78968811035156
2024-04-15,153.93679809570312
2024-04-16,153.47950744628906
2024-04-17,154.54315185546875
2024-04-18,155.07994079589844
2024-04-19,153.17137145996094
2024-04-22,155.3483123779297
2024-04-23,157.31651306152344
2024-04-24,158.1813507080078
2024-04-25,155.0699920654297
2024-04-26,170.92489624023438
2024-04-29,165.1594696044922
2024-04-30,161.8095703125
2024-05-01,162.88314819335938
2024-05-02,165.62667846679688
2024-05-03,166.2429962158203
2024-05-06,167.0978546142578
2024-05-07,170.22906494140625
2024-05-08,168.3702392578125
2024-05-09,168.94676208496094
2024-05-10,167.64456176757812
2024-05-13,168.1316680908203
2024-05-14,169.3245086669922
2024-05-15,171.48155212402344
2024-05-16,173.14158630371094
2024-05-17,175.01040649414062
2024-05-20,175.86526489257812
2024-05-21,176.7897491455078
2024-05-22,175.32850646972656
2024-05-23,172.515380859375
2024-05-24,173.94677734375
2024-05-28,175.34835815429688
2024-05-29,174.8513641357422
2024-05-30,171.08395385742188
2024-05-31,171.47161865234375
2024-06-03,172.13763427734375
2024-06-04,172.75393676757812
2024-06-05,174.36427307128906
2024-06-06,175.6763916015625
2024-06-07,173.419921875
2024-06-10,174.16632080078125
2024-06-11,175.7685546875
2024-06-12,176.93292236328125
2024-06-13,174.31561279296875
2024-06-14,175.93772888183594
2024-06-17,176.3855743408203
2024-06-18,174.24594116210938
2024-06-20,175.45010375976562
2024-06-21,178.76405334472656
2024-06-24,178.3560333251953
2024-06-25,183.14283752441406
2024-06-26,182.9935760498047
2024-06-27,184.51620483398438
2024-06-28,181.27188110351562
2024-07-01,182.10784912109375
2024-07-02,184.34701538085938
2024-07-03,184.92420959472656
2024-07-05,189.68118286132812
2024-07-08,188.1187286376953
2024-07-09,188.0689697265625
2024-07-10,190.25836181640625
2024-07-11,184.67543029785156
2024-07-12,184.17782592773438
2024-07-15,185.63076782226562
2024-07-16,183.0333709716797
2024-07-17,180.1473388671875
2024-07-18,176.83338928222656
2024-07-19,176.8035430908203
2024-07-22,180.79420471191406
2024-07-23,180.9136199951172
2024-07-24,171.7978057861328
2024-07-25,166.47357177734375
2024-07-26,166.19493103027344
2024-07-29,168.71273803710938
2024-07-30,169.4690704345703
2024-07-31,170.71302795410156
2024-08-01,169.9368133544922
2024-08-02,165.85658264160156
2024-08-05,158.4822998046875
2024-08-06,157.52691650390625
2024-08-07,158.17379760742188
2024-08-08,161.24888610839844
2024-08-09,162.8809814453125
2024-08-12,161.50762939453125
2024-08-13,163.36863708496094
2024-08-14,159.5968780517578
2024-08-15,160.5224151611328
2024-08-16,162.17440795898438
2024-08-19,165.86651611328125
2024-08-20,166.3740692138672
2024-08-21,165.05047607421875
2024-08-22,163.01036071777344
2024-08-23,164.8215789794922
2024-08-26,165.35897827148438
2024-08-27,163.88612365722656
2024-08-28,162.06494140625
2024-08-29,161.00010681152344
2024-08-30,162.59239196777344
2024-09-03,156.60140991210938
2024-09-04,155.69580078125
2024-09-05,156.4819793701172
2024-09-06,150.19244384765625
2024-09-09,148.18948364257812
2024-09-10,148.13966369628906
2024-09-11,150.6309051513672
2024-09-12,154.1485595703125
2024-09-13,156.90887451171875
2024-09-16,157.5067596435547
2024-09-17,158.76235961914062
2024-09-18,159.25064086914062
2024-09-19,161.57247924804688
2024-09-20,163.0174102783203
2024-09-23,161.2834930419922
2024-09-24,161.72193908691406
2024-09-25,160.9247589111328
2024-09-26,162.160400390625
2024-09-27,163.3761444091797
2024-09-30,165.26950073242188
2024-10-01,166.405517578125
2024-10-02,165.2794647216797
2024-10-03,165.2794647216797
2024-10-04,166.4752655029297
2024-10-07,162.4095458984375
2024-10-08,163.8046417236328
2024-10-09,161.29345703125
2024-10-10,161.5126953125
2024-10-11,162.6686248779297
2024-10-14,164.3826141357422
2024-10-15,164.88087463378906
2024-10-16,164.5819091796875
2024-10-17,162.35971069335938
2024-10-18,162.84800720214844
2024-10-21,163.49574279785156
2024-10-22,164.56198120117188
2024-10-23,162.2102508544922
2024-10-24,162.1504364013672
2024-10-25,164.6915283203125
2024-10-28,166.13644409179688
2024-10-29,169.08607482910156
2024-10-30,173.84934997558594
2024-10-31,170.51109313964844
2024-11-01,170.69044494628906
2024-11-04,168.6476287841797
2024-11-05,169.14588928222656
2024-11-06,175.89218139648438
2024-11-07,180.1173553466797
2024-11-08,177.7257537841797
2024-11-11,179.71875
2024-11-12,180.98428344726562
2024-11-13,178.25390625
2024-11-14,174.96543884277344
2024-11-15,171.88626098632812
2024-11-18,174.68641662597656
2024-11-19,177.49655151367188
2024-11-20,175.36402893066406
2024-11-21,167.04327392578125
2024-11-22,164.1833038330078
2024-11-25,167.0631866455078
2024-11-26,168.52804565429688
2024-11-27,168.63766479492188
2024-11-29,168.358642578125
2024-12-02,170.88975524902344
2024-12-03,170.74026489257812
2024-12-04,173.75965881347656
2024-12-05,172.0357208251953
2024-12-06,174.09849548339844
2024-12-09,174.95645141601562
2024-12-10,184.7333526611328
2024-12-11,194.93922424316406
2024-12-12,191.50733947753906
2024-12-13,189.3723907470703
2024-12-16,196.19625854492188
2024-12-17,194.95916748046875
2024-12-18,187.95571899414062
2024-12-19,188.06546020507812
2024-12-20,190.95863342285156
2024-12-23,194.17105102539062
2024-12-24,195.64755249023438
2024-12-26,195.13876342773438
2024-12-27,192.30545043945312
2024-12-30,190.78903198242188
2024-12-31,188.85362243652344
2025-01-02,188.98329162597656
2025-01-03,191.33773803710938
2025-01-06,196.40576171875
2025-01-07,195.02902221679688
2025-01-08,193.49264526367188
2025-01-10,191.58714294433594
2025-01-13,190.5595703125
2025-01-14,189.21275329589844
2025-01-15,195.0888671875
2025-01-16,192.45509338378906
2025-01-17,195.5377960205078
2025-01-21,197.58297729492188
2025-01-22,197.9022216796875
2025-01-23,197.5131378173828
2025-01-24,199.73788452148438
2025-01-27,191.35768127441406
2025-01-28,194.83946228027344
2025-01-29,194.94920349121094
2025-01-30,200.3963165283203
2025-01-31,203.53890991210938
2025-02-03,200.75546264648438
2025-02-04,205.89334106445312
2025-02-05,190.8788299560547
2025-02-06,191.148193359375
2025-02-07,184.90293884277344
2025-02-10,186.03028869628906
2025-02-11,184.8830108642578
2025-02-12,183.17703247070312
2025-02-13,185.70106506347656
2025-02-14,184.79319763183594
2025-02-18,183.33663940429688
2025-02-19,184.83311462402344
2025-02-20,184.12478637695312
2025-02-21,179.23634338378906
2025-02-24,178.82730102539062
2025-02-25,175.00633239746094
2025-02-26,172.3226776123047
2025-02-27,168.1026611328125
2025-02-28,169.87844848632812
2025-03-03,166.6161651611328
2025-03-04,170.51695251464844
2025-03-05,172.61199951171875
2025-03-06,171.94357299804688
2025-03-07,173.4500274658203
2025-03-10,165.66943359375
2025-03-11,163.84164428710938
2025-03-12,166.90794372558594
2025-03-13,162.56320190429688
2025-03-14,165.28990173339844
2025-03-17,164.09133911132812
2025-03-18,160.47572326660156
2025-03-19,163.69183349609375
2025-03-20,162.6031494140625
2025-03-21,163.79171752929688
2025-03-24,167.4772491455078
2025-03-25,170.353759765625
2025-03-26,164.86041259765625
2025-03-27,162.04383850097656
2025-03-28,154.14340209960938
2025-03-31,154.45301818847656
2025-04-01,156.8800811767578
2025-04-02,156.85011291503906
2025-04-03,150.5377655029297
2025-04-04,145.4239501953125
2025-04-07,146.5725555419922
2025-04-08,144.52503967285156
2025-04-09,158.51809692382812
2025-04-10,152.63522338867188
2025-04-11,156.9499969482422
2025-04-14,158.87767028808594
2025-04-15,156.12100219726562
2025-04-16,153.1446075439453
2025-04-17,150.97723388671875
2025-04-21,147.49143981933594
2025-04-22,151.28684997558594
2025-04-23,155.16217041015625
2025-04-24,159.08740234375
2025-04-25,161.76417541503906
2025-04-28,160.41580200195312
2025-04-29,159.9663543701172
2025-04-30,158.6079864501953
2025-05-01,161.10496520996094
2025-05-02,163.8316650390625
2025-05-05,164.01145935058594
2025-05-06,163.03262329101562
2025-05-07,151.19696044921875
2025-05-08,154.0934600830078
2025-05-09,152.5653076171875
2025-05-12,158.26840209960938
2025-05-13,159.33709716796875
2025-05-14,165.1700439453125
2025-05-15,163.76174926757812
2025-05-16,165.9890594482422
2025-05-19,166.338623046875
2025-05-20,163.78172302246094
2025-05-21,168.35618591308594
2025-05-22,170.66339111328125
2025-05-23,168.26629638671875
2025-05-27,172.69093322753906
2025-05-28,172.15159606933594
2025-05-29,171.65219116210938
2025-05-30,171.5323486328125
2025-06-02,168.82562255859375
2025-06-03,165.97906494140625
2025-06-04,167.8468017578125
2025-06-05,168.00662231445312
2025-06-06,173.46998596191406
2025-06-09,176.08999633789062
2025-06-10,178.60000610351562
2025-06-11,177.35000610351562
2025-06-12,175.6999969482422
2025-06-13,174.6699981689453
2025-06-16,176.77000427246094
2025-06-17,175.9499969482422
2025-06-18,173.32000732421875
2025-06-20,166.63999938964844
2025-06-23,165.19000244140625
2025-06-24,166.77000427246094
2025-06-25,170.67999267578125
2025-06-26,173.5399932861328
2025-06-27,178.52999877929688
